run_accession	study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created	bam_ftp	bam_bytes	bam_md5	fastq_file_role	submitted_file_role	sra_file_role	bam_file_role
ERR181163	PRJEB3291	ERP001826	SAMEA1695337	ERS182602	ERX157273	ERA168469	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	ChIP-seq_LoVo_E2F7		SINGLE	ChIP-Seq	GENOMIC	ChIP	33103524	1092416292	Department of Biosciences and Nutrition;Karolinska Institutet;Sweden;KI-BN	2013-01-18	2018-11-16	Illumina HiSeq 2000 sequencing	DNA-binding specificities of human transcription factors	HT-SELEX_ChIP-seq_confirmation	ena-EXPERIMENT-KI-BN-17-10-2012-21:06:22:900-1	ena-RUN-KI-BN-17-10-2012-21:06:22:900-1	1089718020	8cf3ca42334c0493e9778ea0c4f99af9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/ERR181163/ERR181163.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR181/ERR181163/ERR181163.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/ERR181163/ERR181163.fastq.gz	1112100661	10517be108cc79459bc4c708ecda4c7d	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR181163/LoVo_E2F7_Rabbit_0.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR181/ERR181163/LoVo_E2F7_Rabbit_0.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR181163/LoVo_E2F7_Rabbit_0.fastq.gz	FASTQ	697912800	796553ce3d882ca62fd6b0ba36be5217	ftp.sra.ebi.ac.uk/vol1/err/ERR181/ERR181163	fasp.sra.ebi.ac.uk:/vol1/err/ERR181/ERR181163	ftp.sra.ebi.ac.uk/vol1/err/ERR181/ERR181163	ChIP-seq_LoVo_E2F71		ChIP-seq_LoVo_E2F7		2012-10-17				GENERATED_FILE	SUBMISSION_FILE	ARCHIVAL_FILE	
ERR183503	PRJEB3291	ERP001826	SAMEA1695340	ERS183066	ERX159250	ERA168849	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	LoVo_HNF4A		SINGLE	ChIP-Seq	GENOMIC	ChIP	7632245	228967350	Department of Biosciences and Nutrition;Karolinska Institutet;Sweden;KI-BN	2013-01-18	2018-11-16	Illumina HiSeq 2000 sequencing	DNA-binding specificities of human transcription factors	HT-SELEX_ChIP-seq_confirmation	ena-EXPERIMENT-KI-BN-24-10-2012-15:59:43:323-1	ena-RUN-KI-BN-24-10-2012-15:59:43:323-1	208939274	a77810e1aa53217504e815634e0107b2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR183/ERR183503/ERR183503.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR183/ERR183503/ERR183503.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR183/ERR183503/ERR183503.fastq.gz	212258472	c5b9da224f97de79f17811d58976f841	ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR183503/LoVo_HNF4A_Rabbit_0.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR183/ERR183503/LoVo_HNF4A_Rabbit_0.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR183503/LoVo_HNF4A_Rabbit_0.fastq.gz	FASTQ	119182699	d764a651b3c1550f02ac520ad1904d60	ftp.sra.ebi.ac.uk/vol1/err/ERR183/ERR183503	fasp.sra.ebi.ac.uk:/vol1/err/ERR183/ERR183503	ftp.sra.ebi.ac.uk/vol1/err/ERR183/ERR183503	LoVo_HNF4A		LoVo_HNF4A		2012-10-24				GENERATED_FILE	SUBMISSION_FILE	ARCHIVAL_FILE	
ERR183504	PRJEB3291	ERP001826	SAMEA1695340	ERS183066	ERX159251	ERA168849	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	LoVo_HNF4A		SINGLE	ChIP-Seq	GENOMIC	ChIP	6585338	197560140	Department of Biosciences and Nutrition;Karolinska Institutet;Sweden;KI-BN	2013-01-18	2018-11-16	Illumina HiSeq 2000 sequencing	DNA-binding specificities of human transcription factors	HT-SELEX_ChIP-seq_confirmation	ena-EXPERIMENT-KI-BN-24-10-2012-15:59:43:323-2	ena-RUN-KI-BN-24-10-2012-15:59:43:323-2	184110876	bb2a525eba97bcf32b00562166b038ec	ftp.sra.ebi.ac.uk/vol1/fastq/ERR183/ERR183504/ERR183504.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR183/ERR183504/ERR183504.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR183/ERR183504/ERR183504.fastq.gz	186817434	2de39ccc90bb2629a70d5f1b8a939f4b	ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR183504/LoVo_HNF4A_Rabbit_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR183/ERR183504/LoVo_HNF4A_Rabbit_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR183504/LoVo_HNF4A_Rabbit_1.fastq.gz	FASTQ	105597668	cd54b45aae38616f02fd965478722d72	ftp.sra.ebi.ac.uk/vol1/err/ERR183/ERR183504	fasp.sra.ebi.ac.uk:/vol1/err/ERR183/ERR183504	ftp.sra.ebi.ac.uk/vol1/err/ERR183/ERR183504	LoVo_HNF4A		LoVo_HNF4A		2012-10-24				GENERATED_FILE	SUBMISSION_FILE	ARCHIVAL_FILE	
ERR183505	PRJEB3291	ERP001826	SAMEA1695344	ERS183067	ERX159252	ERA168850	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	LoVo_MAFG		SINGLE	ChIP-Seq	GENOMIC	ChIP	10697394	353014002	Department of Biosciences and Nutrition;Karolinska Institutet;Sweden;KI-BN	2013-01-18	2018-11-16	Illumina HiSeq 2000 sequencing	DNA-binding specificities of human transcription factors	HT-SELEX_ChIP-seq_confirmation	ena-EXPERIMENT-KI-BN-24-10-2012-16:35:12:603-1	ena-RUN-KI-BN-24-10-2012-16:35:12:603-1	355407735	42c6db3c1207e55ae6107ef01c9d8c30	ftp.sra.ebi.ac.uk/vol1/fastq/ERR183/ERR183505/ERR183505.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR183/ERR183505/ERR183505.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR183/ERR183505/ERR183505.fastq.gz	363611489	39234787461159f1640405c71915ce9c	ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR183505/LoVo_MAFG_Rabbit_0.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR183/ERR183505/LoVo_MAFG_Rabbit_0.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR183505/LoVo_MAFG_Rabbit_0.fastq.gz	FASTQ	232014169	e6d96585915a166cae1c36f38e620649	ftp.sra.ebi.ac.uk/vol1/err/ERR183/ERR183505	fasp.sra.ebi.ac.uk:/vol1/err/ERR183/ERR183505	ftp.sra.ebi.ac.uk/vol1/err/ERR183/ERR183505	LoVo_MAFG		LoVo_MAFG		2012-10-24				GENERATED_FILE	SUBMISSION_FILE	ARCHIVAL_FILE	
ERR184013	PRJEB3291	ERP001826	SAMEA1695336	ERS183159	ERX159399	ERA168871	9606	Homo sapiens	ILLUMINA	Illumina Genome Analyzer IIx	IgG_control_E2F7+HNF4A		SINGLE	ChIP-Seq	GENOMIC	ChIP	8534384	256031520	Department of Biosciences and Nutrition;Karolinska Institutet;Sweden;KI-BN	2013-01-18	2018-11-16	Illumina Genome Analyzer IIx sequencing	DNA-binding specificities of human transcription factors	HT-SELEX_ChIP-seq_confirmation	ena-EXPERIMENT-KI-BN-25-10-2012-12:57:33:556-4	ena-RUN-KI-BN-25-10-2012-12:57:33:556-4	228506393	57613005c35daec790891551b9cd6cf2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR184/ERR184013/ERR184013.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR184/ERR184013/ERR184013.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR184/ERR184013/ERR184013.fastq.gz	232727245	2209c6adb1b727caeeb05a66207f0cea	ftp.sra.ebi.ac.uk/vol1/run/ERR184/ERR184013/LoVo_IgG_Rabbit_1_3.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR184/ERR184013/LoVo_IgG_Rabbit_1_3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR184/ERR184013/LoVo_IgG_Rabbit_1_3.fastq.gz	FASTQ	130129321	0b12319271c539c485c0d012454e79a3	ftp.sra.ebi.ac.uk/vol1/err/ERR184/ERR184013	fasp.sra.ebi.ac.uk:/vol1/err/ERR184/ERR184013	ftp.sra.ebi.ac.uk/vol1/err/ERR184/ERR184013	IgG_control_E2F7+HNF4A		IgG_control_E2F7+HNF4A		2012-10-25				GENERATED_FILE	SUBMISSION_FILE	ARCHIVAL_FILE	
ERR184018	PRJEB3291	ERP001826	SAMEA1695339	ERS183158	ERX159404	ERA168871	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	IgG_control_TP53+MAFG+HNF1A		SINGLE	ChIP-Seq	GENOMIC	ChIP	14312595	486628230	Department of Biosciences and Nutrition;Karolinska Institutet;Sweden;KI-BN	2013-01-18	2018-11-16	Illumina HiSeq 2000 sequencing	DNA-binding specificities of human transcription factors	HT-SELEX_ChIP-seq_confirmation	ena-EXPERIMENT-KI-BN-25-10-2012-12:57:33:557-9	ena-RUN-KI-BN-25-10-2012-12:57:33:557-9	482853757	e8ddd6576889443d5f10fb204cbe1b63	ftp.sra.ebi.ac.uk/vol1/fastq/ERR184/ERR184018/ERR184018.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR184/ERR184018/ERR184018.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR184/ERR184018/ERR184018.fastq.gz	436995601	2b0c4495ea1cebe9b627009ee311155a	ftp.sra.ebi.ac.uk/vol1/run/ERR184/ERR184018/LoVo_IgG_Rabbit_0_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR184/ERR184018/LoVo_IgG_Rabbit_0_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR184/ERR184018/LoVo_IgG_Rabbit_0_2.fastq.gz	FASTQ	320246351	b5602c5b68bf1e44f823eebae2ed000c	ftp.sra.ebi.ac.uk/vol1/err/ERR184/ERR184018	fasp.sra.ebi.ac.uk:/vol1/err/ERR184/ERR184018	ftp.sra.ebi.ac.uk/vol1/err/ERR184/ERR184018	IgG_control_TP53+MAFG+HNF1A		IgG_control_TP53+MAFG+HNF1A		2012-10-25				GENERATED_FILE	SUBMISSION_FILE	ARCHIVAL_FILE	
ERR181172	PRJEB3291	ERP001826	SAMEA1695334	ERS182607	ERX157282	ERA168476	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	LoVo_GMEB2		SINGLE	ChIP-Seq	GENOMIC	ChIP	5409487	178513071	Department of Biosciences and Nutrition;Karolinska Institutet;Sweden;KI-BN	2013-01-18	2018-11-16	Illumina HiSeq 2000 sequencing	DNA-binding specificities of human transcription factors	HT-SELEX_ChIP-seq_confirmation	ena-EXPERIMENT-KI-BN-18-10-2012-10:53:18:511-2	ena-RUN-KI-BN-18-10-2012-10:53:18:511-2	169532202	c1008c4f10abf12c6c5e57cdcd8b6d76	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/ERR181172/ERR181172.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR181/ERR181172/ERR181172.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/ERR181172/ERR181172.fastq.gz	153497390	920aaaed7d1f3c12d86be98d1d3bf8f1	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR181172/LoVo_GMEB2_Rabbit_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR181/ERR181172/LoVo_GMEB2_Rabbit_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR181172/LoVo_GMEB2_Rabbit_1.fastq.gz	FASTQ	97266088	7beee9b09845af6807ff7aec5335bfb1	ftp.sra.ebi.ac.uk/vol1/err/ERR181/ERR181172	fasp.sra.ebi.ac.uk:/vol1/err/ERR181/ERR181172	ftp.sra.ebi.ac.uk/vol1/err/ERR181/ERR181172	LoVo_GMEB2_Rabbit2		LoVo_GMEB2_Rabbit		2012-10-18				GENERATED_FILE	SUBMISSION_FILE	ARCHIVAL_FILE	
ERR183498	PRJEB3291	ERP001826	SAMEA1695346	ERS183064	ERX159245	ERA168847	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	LoVo_GRHL1		SINGLE	ChIP-Seq	GENOMIC	ChIP	11435765	377380245	Department of Biosciences and Nutrition;Karolinska Institutet;Sweden;KI-BN	2013-01-18	2018-11-16	Illumina HiSeq 2000 sequencing	DNA-binding specificities of human transcription factors	HT-SELEX_ChIP-seq_confirmation	ena-EXPERIMENT-KI-BN-24-10-2012-15:44:21:701-1	ena-RUN-KI-BN-24-10-2012-15:44:21:701-1	362138206	617eb55a0c2d2f99a3fc00f73498cd4d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR183/ERR183498/ERR183498.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR183/ERR183498/ERR183498.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR183/ERR183498/ERR183498.fastq.gz	326761585	dbf0b7fad96e59378109241e0ef9889b	ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR183498/LoVo_GRHL1_Rabbit_0.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR183/ERR183498/LoVo_GRHL1_Rabbit_0.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR183498/LoVo_GRHL1_Rabbit_0.fastq.gz	FASTQ	227716434	9ccd7d67d6063979624046019c09662b	ftp.sra.ebi.ac.uk/vol1/err/ERR183/ERR183498	fasp.sra.ebi.ac.uk:/vol1/err/ERR183/ERR183498	ftp.sra.ebi.ac.uk/vol1/err/ERR183/ERR183498	LoVo_GRHL1		LoVo_GRHL1		2012-10-24				GENERATED_FILE	SUBMISSION_FILE	ARCHIVAL_FILE	
ERR183501	PRJEB3291	ERP001826	SAMEA1695347	ERS183065	ERX159248	ERA168848	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	LoVo_HNF1A		SINGLE	ChIP-Seq	GENOMIC	ChIP	6351041	209584353	Department of Biosciences and Nutrition;Karolinska Institutet;Sweden;KI-BN	2013-01-18	2018-11-16	Illumina HiSeq 2000 sequencing	DNA-binding specificities of human transcription factors	HT-SELEX_ChIP-seq_confirmation	ena-EXPERIMENT-KI-BN-24-10-2012-15:51:55:995-2	ena-RUN-KI-BN-24-10-2012-15:51:55:995-2	181618798	38d4a447038ac1531dd2cbfc6f529308	ftp.sra.ebi.ac.uk/vol1/fastq/ERR183/ERR183501/ERR183501.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR183/ERR183501/ERR183501.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR183/ERR183501/ERR183501.fastq.gz	162278052	0c5d5addef1d94ea7f44b32e2bf4ac83	ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR183501/LoVo_HNF1A_Rabbit_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR183/ERR183501/LoVo_HNF1A_Rabbit_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR183501/LoVo_HNF1A_Rabbit_1.fastq.gz	FASTQ	126688872	8bcaf049e6d5350dd4e71531052e597f	ftp.sra.ebi.ac.uk/vol1/err/ERR183/ERR183501	fasp.sra.ebi.ac.uk:/vol1/err/ERR183/ERR183501	ftp.sra.ebi.ac.uk/vol1/err/ERR183/ERR183501	LoVo_HNF1A		LoVo_HNF1A		2012-10-24				GENERATED_FILE	SUBMISSION_FILE	ARCHIVAL_FILE	
ERR183506	PRJEB3291	ERP001826	SAMEA1695344	ERS183067	ERX159253	ERA168850	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	LoVo_MAFG		SINGLE	ChIP-Seq	GENOMIC	ChIP	8267633	272831889	Department of Biosciences and Nutrition;Karolinska Institutet;Sweden;KI-BN	2013-01-18	2018-11-16	Illumina HiSeq 2000 sequencing	DNA-binding specificities of human transcription factors	HT-SELEX_ChIP-seq_confirmation	ena-EXPERIMENT-KI-BN-24-10-2012-16:35:12:603-2	ena-RUN-KI-BN-24-10-2012-16:35:12:603-2	260157401	101ffaead79c2530bfb570891cf12685	ftp.sra.ebi.ac.uk/vol1/fastq/ERR183/ERR183506/ERR183506.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR183/ERR183506/ERR183506.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR183/ERR183506/ERR183506.fastq.gz	235648069	c106f57029fa3ab874bcb1560791fd36	ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR183506/LoVo_MAFG_Rabbit_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR183/ERR183506/LoVo_MAFG_Rabbit_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR183506/LoVo_MAFG_Rabbit_1.fastq.gz	FASTQ	168815554	161d1421a8da5def1455c5d3ba7883d3	ftp.sra.ebi.ac.uk/vol1/err/ERR183/ERR183506	fasp.sra.ebi.ac.uk:/vol1/err/ERR183/ERR183506	ftp.sra.ebi.ac.uk/vol1/err/ERR183/ERR183506	LoVo_MAFG		LoVo_MAFG		2012-10-24				GENERATED_FILE	SUBMISSION_FILE	ARCHIVAL_FILE	
ERR183508	PRJEB3291	ERP001826	SAMEA1695335	ERS183068	ERX159255	ERA168850	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	LoVo_MAFK		SINGLE	ChIP-Seq	GENOMIC	ChIP	8385199	276711567	Department of Biosciences and Nutrition;Karolinska Institutet;Sweden;KI-BN	2013-01-18	2018-11-16	Illumina HiSeq 2000 sequencing	DNA-binding specificities of human transcription factors	HT-SELEX_ChIP-seq_confirmation	ena-EXPERIMENT-KI-BN-24-10-2012-16:35:12:604-4	ena-RUN-KI-BN-24-10-2012-16:35:12:604-4	260339809	8bbf5fbfe40efe9ba0c5080cfcbb8dcd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR183/ERR183508/ERR183508.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR183/ERR183508/ERR183508.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR183/ERR183508/ERR183508.fastq.gz	235623395	9f9653dca8c2f3567fa2557de619440a	ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR183508/LoVo_MAFK_Rabbit_0.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR183/ERR183508/LoVo_MAFK_Rabbit_0.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR183508/LoVo_MAFK_Rabbit_0.fastq.gz	FASTQ	167895971	2270ea3148e43912a621127c4bc6fa56	ftp.sra.ebi.ac.uk/vol1/err/ERR183/ERR183508	fasp.sra.ebi.ac.uk:/vol1/err/ERR183/ERR183508	ftp.sra.ebi.ac.uk/vol1/err/ERR183/ERR183508	LoVo_MAFK		LoVo_MAFK		2012-10-24				GENERATED_FILE	SUBMISSION_FILE	ARCHIVAL_FILE	
ERR183510	PRJEB3291	ERP001826	SAMEA1695338	ERS183069	ERX159257	ERA168850	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	LoVo_TP53		SINGLE	ChIP-Seq	GENOMIC	ChIP	13908769	458989377	Department of Biosciences and Nutrition;Karolinska Institutet;Sweden;KI-BN	2013-01-18	2018-11-16	Illumina HiSeq 2000 sequencing	DNA-binding specificities of human transcription factors	HT-SELEX_ChIP-seq_confirmation	ena-EXPERIMENT-KI-BN-24-10-2012-16:35:12:604-6	ena-RUN-KI-BN-24-10-2012-16:35:12:604-6	366312940	3580ae76c90feddf6a75c9a1ea4366dd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR183/ERR183510/ERR183510.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR183/ERR183510/ERR183510.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR183/ERR183510/ERR183510.fastq.gz	372894944	00ca4ac1fb1264f9f095ba046e6a012b	ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR183510/LoVo_TP53_Rabbit_0.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR183/ERR183510/LoVo_TP53_Rabbit_0.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR183510/LoVo_TP53_Rabbit_0.fastq.gz	FASTQ	274097854	a255fce0a0242ee0542e981a93dd6e5b	ftp.sra.ebi.ac.uk/vol1/err/ERR183/ERR183510	fasp.sra.ebi.ac.uk:/vol1/err/ERR183/ERR183510	ftp.sra.ebi.ac.uk/vol1/err/ERR183/ERR183510	LoVo_TP53		LoVo_TP53		2012-10-24				GENERATED_FILE	SUBMISSION_FILE	ARCHIVAL_FILE	
ERR183512	PRJEB3291	ERP001826	SAMEA1695338	ERS183069	ERX159259	ERA168850	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	LoVo_TP53		SINGLE	ChIP-Seq	GENOMIC	ChIP	6496355	214379715	Department of Biosciences and Nutrition;Karolinska Institutet;Sweden;KI-BN	2013-01-18	2018-11-16	Illumina HiSeq 2000 sequencing	DNA-binding specificities of human transcription factors	HT-SELEX_ChIP-seq_confirmation	ena-EXPERIMENT-KI-BN-24-10-2012-16:35:12:604-8	ena-RUN-KI-BN-24-10-2012-16:35:12:604-8	153763321	aef843cf27badb522c6820625500e59f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR183/ERR183512/ERR183512.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR183/ERR183512/ERR183512.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR183/ERR183512/ERR183512.fastq.gz	133910029	412228b5766833d21a116bb440382a93	ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR183512/LoVo_TP53_Rabbit_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR183/ERR183512/LoVo_TP53_Rabbit_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR183512/LoVo_TP53_Rabbit_2.fastq.gz	FASTQ	114558008	473ddad7072b42ae07a6724570639ed5	ftp.sra.ebi.ac.uk/vol1/err/ERR183/ERR183512	fasp.sra.ebi.ac.uk:/vol1/err/ERR183/ERR183512	ftp.sra.ebi.ac.uk/vol1/err/ERR183/ERR183512	LoVo_TP53		LoVo_TP53		2012-10-24				GENERATED_FILE	SUBMISSION_FILE	ARCHIVAL_FILE	
ERR184014	PRJEB3291	ERP001826	SAMEA1695336	ERS183159	ERX159400	ERA168871	9606	Homo sapiens	ILLUMINA	Illumina Genome Analyzer IIx	IgG_control_E2F7+HNF4A		SINGLE	ChIP-Seq	GENOMIC	ChIP	16977511	611190396	Department of Biosciences and Nutrition;Karolinska Institutet;Sweden;KI-BN	2013-01-18	2018-11-16	Illumina Genome Analyzer IIx sequencing	DNA-binding specificities of human transcription factors	HT-SELEX_ChIP-seq_confirmation	ena-EXPERIMENT-KI-BN-25-10-2012-12:57:33:556-5	ena-RUN-KI-BN-25-10-2012-12:57:33:556-5	527099644	ac20b9183e2caa7294f7238186501a58	ftp.sra.ebi.ac.uk/vol1/fastq/ERR184/ERR184014/ERR184014.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR184/ERR184014/ERR184014.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR184/ERR184014/ERR184014.fastq.gz	536423215	2f857071abbd0fcf45d3f275067bf77b	ftp.sra.ebi.ac.uk/vol1/run/ERR184/ERR184014/LoVo_IgG_Rabbit_2_3.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR184/ERR184014/LoVo_IgG_Rabbit_2_3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR184/ERR184014/LoVo_IgG_Rabbit_2_3.fastq.gz	FASTQ	317638944	ade5d6c5e71a72fd68ebdb5df3a236c3	ftp.sra.ebi.ac.uk/vol1/err/ERR184/ERR184014	fasp.sra.ebi.ac.uk:/vol1/err/ERR184/ERR184014	ftp.sra.ebi.ac.uk/vol1/err/ERR184/ERR184014	IgG_control_E2F7+HNF4A		IgG_control_E2F7+HNF4A		2012-10-25				GENERATED_FILE	SUBMISSION_FILE	ARCHIVAL_FILE	
ERR184015	PRJEB3291	ERP001826	SAMEA1695343	ERS183157	ERX159401	ERA168871	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	IgG_control_GMEB2		SINGLE	ChIP-Seq	GENOMIC	ChIP	5426485	179074005	Department of Biosciences and Nutrition;Karolinska Institutet;Sweden;KI-BN	2013-01-18	2018-11-16	Illumina HiSeq 2000 sequencing	DNA-binding specificities of human transcription factors	HT-SELEX_ChIP-seq_confirmation	ena-EXPERIMENT-KI-BN-25-10-2012-12:57:33:556-6	ena-RUN-KI-BN-25-10-2012-12:57:33:556-6	161511169	12f8a76a29b3f2148e03ab3900a32f4e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR184/ERR184015/ERR184015.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR184/ERR184015/ERR184015.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR184/ERR184015/ERR184015.fastq.gz	145035161	3ef7af5153dc1b788df3a0c45eba8794	ftp.sra.ebi.ac.uk/vol1/run/ERR184/ERR184015/LoVo_IgG_Rabbit_0.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR184/ERR184015/LoVo_IgG_Rabbit_0.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR184/ERR184015/LoVo_IgG_Rabbit_0.fastq.gz	FASTQ	108021734	d46c76cd235379f80ab96580352708d0	ftp.sra.ebi.ac.uk/vol1/err/ERR184/ERR184015	fasp.sra.ebi.ac.uk:/vol1/err/ERR184/ERR184015	ftp.sra.ebi.ac.uk/vol1/err/ERR184/ERR184015	IgG_control_GMEB2		IgG_control_GMEB2		2012-10-25				GENERATED_FILE	SUBMISSION_FILE	ARCHIVAL_FILE	
