data_ID	filenames	type	total_sequences	total_bases_raw	total_bases	poor_quality_sequences	sequence_length	pct_gc	Basic Statistics	Per base sequence quality	Per tile sequence quality	Per sequence quality scores	Per base sequence content	Per sequence GC content	Per base N content	Sequence Length Distribution	Sequence Duplication Levels	Overrepresented sequences	Adapter Content
ETV6_TGAGTG20NGA_AF_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/ETV6_TGAGTG20NGA_AF_3.fastq.gz	signal	273093	5.4 Mbp	5400000	0	20	51	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	WARN	PASS
Elf5_TATTGT20NCG_Z_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Elf5_TATTGT20NCG_Z_2.fastq.gz	signal	60684	1.2 Mbp	1200000	0	20	50	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
Elk3_TGAGTG20NTGA_AC_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Elk3_TGAGTG20NTGA_AC_3.fastq.gz	signal	240137	4.8 Mbp	4800000	0	20	44	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
FEV_TGATCC20NCTA_Z_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FEV_TGATCC20NCTA_Z_3.fastq.gz	signal	64217	1.2 Mbp	1200000	0	20	47	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
FLI1_TCTAAT20NCG_V_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FLI1_TCTAAT20NCG_V_2.fastq.gz	both	222711	4.4 Mbp	4400000	0	20	52	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
FLI1_TCTAAT20NCG_V_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FLI1_TCTAAT20NCG_V_3.fastq.gz	signal	219514	4.3 Mbp	4300000	0	20	53	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
FLI1_TAGGAT20NAGT_AC_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FLI1_TAGGAT20NAGT_AC_3.fastq.gz	both	463209	9.2 Mbp	9200000	0	20	47	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
FLI1_TAGGAT20NAGT_AC_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FLI1_TAGGAT20NAGT_AC_4.fastq.gz	signal	175234	3.5 Mbp	3500000	0	20	50	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	WARN	WARN	PASS
GABPA_TGGCCC20NCCT_AG_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/GABPA_TGGCCC20NCCT_AG_4.fastq.gz	signal	56998	1.1 Mbp	1100000	0	20	45	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
SPDEF_TCGCTG20NTCT_AD_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/SPDEF_TCGCTG20NTCT_AD_4.fastq.gz	signal	42178	843.5 kbp	843500	0	20	47	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
SPDEF_TCATTG20NCG_AD_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/SPDEF_TCATTG20NCG_AD_3.fastq.gz	signal	228669	4.5 Mbp	4500000	0	20	53	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
SPI1_TCCCCT20NCG_AD_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/SPI1_TCCCCT20NCG_AD_3.fastq.gz	signal	197715	3.9 Mbp	3900000	0	20	51	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	WARN	PASS
SPIB_TGTCTA20NTCG_AK_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/SPIB_TGTCTA20NTCG_AK_2.fastq.gz	signal	402714	8 Mbp	8000000	0	20	42	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
SPIC_TAGGCA20NCG_AD_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/SPIC_TAGGCA20NCG_AD_4.fastq.gz	signal	27910	558.2 kbp	558200	0	20	51	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
Spic_TATAGA20NCG_Z_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Spic_TATAGA20NCG_Z_4.fastq.gz	signal	26342	526.8 kbp	526800	0	20	51	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
GATA3_TGTCGT20NGA_AC_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/GATA3_TGTCGT20NGA_AC_2.fastq.gz	signal	175971	3.5 Mbp	3500000	0	20	51	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
GATA3_TCATGC20NCG_AC_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/GATA3_TCATGC20NCG_AC_2.fastq.gz	signal	189411	3.7 Mbp	3700000	0	20	49	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
GATA4_TAAAAT20NAAA_Y_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/GATA4_TAAAAT20NAAA_Y_2.fastq.gz	signal	141724	2.8 Mbp	2800000	0	20	46	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
GATA5_TAAATG20NTAA_Y_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/GATA5_TAAATG20NTAA_Y_2.fastq.gz	signal	141429	2.8 Mbp	2800000	0	20	43	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
GCM1_TGAGCA20NCGA_Y_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/GCM1_TGAGCA20NCGA_Y_4.fastq.gz	signal	46250	925 kbp	925000	0	20	55	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
GCM1_TCCAGT20NGAC_AE_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/GCM1_TCCAGT20NGAC_AE_4.fastq.gz	signal	100413	2 Mbp	2000000	0	20	54	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	WARN	PASS
GCM2_TGACTC20NTCA_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/GCM2_TGACTC20NTCA_Y_3.fastq.gz	signal	34733	694.6 kbp	694600	0	20	47	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
LEF1_TCCCGA20NGCC_AC_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/LEF1_TCCCGA20NGCC_AC_4.fastq.gz	signal	16931	338.6 kbp	338600	0	20	44	PASS	PASS	NA	PASS	WARN	WARN	PASS	PASS	PASS	WARN	PASS
SOX9_TCTCAA20NGA_O_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/SOX9_TCTCAA20NGA_O_4.fastq.gz	signal	131585	2.6 Mbp	2600000	0	20	39	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	WARN	PASS
TCF7L1_TGGACA20NCAT_AD_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/TCF7L1_TGGACA20NCAT_AD_4.fastq.gz	signal	25389	507.7 kbp	507700	0	20	45	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	WARN	PASS
Tcf7_TATATC20NCG_AC_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Tcf7_TATATC20NCG_AC_4.fastq.gz	signal	78549	1.5 Mbp	1500000	0	20	57	PASS	PASS	NA	PASS	FAIL	FAIL	PASS	PASS	PASS	FAIL	PASS
HOMEZ_TCGATC20NTAT_Y_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HOMEZ_TCGATC20NTAT_Y_4.fastq.gz	signal	38959	779.1 kbp	779100	0	20	37	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	WARN	PASS
HSF1_TATAGA20NGAG_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HSF1_TATAGA20NGAG_Y_3.fastq.gz	signal	171393	3.4 Mbp	3400000	0	20	41	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
HSF1_TACCAC20NACC_AA_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HSF1_TACCAC20NACC_AA_3.fastq.gz	signal	448654	8.9 Mbp	8900000	0	20	46	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
HSF2_TGGGGT20NCG_V_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HSF2_TGGGGT20NCG_V_3.fastq.gz	signal	143812	2.8 Mbp	2800000	0	20	45	PASS	PASS	NA	PASS	WARN	WARN	PASS	PASS	PASS	PASS	PASS
HSF4_TATCAT20NACG_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HSF4_TATCAT20NACG_Y_3.fastq.gz	signal	142059	2.8 Mbp	2800000	0	20	41	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
HSFY2_TCAGAG20NAGA_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HSFY2_TCAGAG20NAGA_Y_3.fastq.gz	signal	99253	1.9 Mbp	1900000	0	20	42	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
IRF3_TCCTAA40NATC_AI_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/IRF3_TCCTAA40NATC_AI_3.fastq.gz	signal	332710	13.3 Mbp	13300000	0	40	48	PASS	PASS	NA	PASS	FAIL	PASS	WARN	PASS	WARN	WARN	PASS
IRF4_TCAAGG20NCG_AD_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/IRF4_TCAAGG20NCG_AD_3.fastq.gz	signal	294560	5.8 Mbp	5800000	0	20	46	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	FAIL	FAIL	PASS
IRF5_TAACAA20NCG_AD_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/IRF5_TAACAA20NCG_AD_3.fastq.gz	signal	316140	6.3 Mbp	6300000	0	20	51	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
IRF7_TATCGC20NGCG_AC_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/IRF7_TATCGC20NGCG_AC_3.fastq.gz	signal	169702	3.3 Mbp	3300000	0	20	42	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
IRF8_TGGCGG20NGCT_Z_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/IRF8_TGGCGG20NGCT_Z_3.fastq.gz	signal	60536	1.2 Mbp	1200000	0	20	40	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
IRF8_TCCCCT20NCCC_AE_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/IRF8_TCCCCT20NCCC_AE_4.fastq.gz	signal	80982	1.6 Mbp	1600000	0	20	48	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	WARN	PASS
IRF9_TATGTT20NTGG_W_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/IRF9_TATGTT20NTGG_W_3.fastq.gz	signal	168340	3.3 Mbp	3300000	0	20	46	PASS	PASS	NA	PASS	WARN	WARN	PASS	PASS	PASS	PASS	PASS
MEF2A_TAATAG20NTA_Q_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/MEF2A_TAATAG20NTA_Q_3.fastq.gz	signal	225779	4.5 Mbp	4500000	0	20	43	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
MEF2B_TCGTAC20NATT_AE_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/MEF2B_TCGTAC20NATT_AE_4.fastq.gz	signal	24603	492 kbp	492000	0	20	50	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	WARN	PASS
MEF2D_TGCGTT20NGA_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/MEF2D_TGCGTT20NGA_Y_3.fastq.gz	signal	69221	1.3 Mbp	1300000	0	20	43	PASS	PASS	NA	PASS	FAIL	FAIL	PASS	PASS	PASS	WARN	PASS
SRF_TGAACG20NGA_Y_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/SRF_TGAACG20NGA_Y_4.fastq.gz	signal	47481	949.6 kbp	949600	0	20	48	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	WARN	PASS
SRF_TGGAAT20NAAT_W_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/SRF_TGGAAT20NAAT_W_3.fastq.gz	signal	102923	2 Mbp	2000000	0	20	44	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
SMAD3_TGGGTA20NGA_AC_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/SMAD3_TGGGTA20NGA_AC_3.fastq.gz	signal	145310	2.9 Mbp	2900000	0	20	53	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
MEIS1_TGACCT20NGA_O_6	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/MEIS1_TGACCT20NGA_O_6.fastq.gz	signal	178717	3.5 Mbp	3500000	0	20	46	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	WARN	PASS	PASS
MEIS2_TCGCTG20NGA_AA_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/MEIS2_TCGCTG20NGA_AA_4.fastq.gz	signal	114386	2.2 Mbp	2200000	0	20	49	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	FAIL	PASS
MEIS2_TCGCTG20NGA_AA_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/MEIS2_TCGCTG20NGA_AA_3.fastq.gz	both	307485	6.1 Mbp	6100000	0	20	50	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	WARN	PASS
MEIS3_TGGGTA20NGA_Y_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/MEIS3_TGGGTA20NGA_Y_2.fastq.gz	signal	134978	2.6 Mbp	2600000	0	20	48	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
Meis2_TCAAAA20NTA_P_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Meis2_TCAAAA20NTA_P_3.fastq.gz	signal	178160	3.5 Mbp	3500000	0	20	49	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
Meis3_TGGACA20NGA_AF_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Meis3_TGGACA20NGA_AF_2.fastq.gz	both	193825	3.8 Mbp	3800000	0	20	49	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
Meis3_TGGACA20NGA_AF_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Meis3_TGGACA20NGA_AF_3.fastq.gz	signal	199259	3.9 Mbp	3900000	0	20	49	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	WARN	FAIL	PASS
PKNOX1_TCGCAT20NGA_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/PKNOX1_TCGCAT20NGA_Y_3.fastq.gz	signal	94331	1.8 Mbp	1800000	0	20	48	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	FAIL	FAIL	PASS
PKNOX2_TGTATT20NGA_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/PKNOX2_TGTATT20NGA_Y_3.fastq.gz	signal	51034	1 Mbp	1000000	0	20	50	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	WARN	PASS
Pknox2_TGCTCG20NCG_Q_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Pknox2_TGCTCG20NCG_Q_4.fastq.gz	signal	601567	12 Mbp	12000000	0	20	49	PASS	PASS	NA	PASS	WARN	WARN	PASS	PASS	WARN	FAIL	PASS
TGIF1_TATGGG20NGGG_Y_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/TGIF1_TATGGG20NGGG_Y_4.fastq.gz	signal	37304	746 kbp	746000	0	20	42	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	WARN	FAIL	PASS
TGIF2LX_TGATAA20NATA_AE_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/TGIF2LX_TGATAA20NATA_AE_4.fastq.gz	signal	12897	257.9 kbp	257899.99999999997	0	20	50	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	WARN	PASS
TGIF2_TGAACG30NCAA_AI_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/TGIF2_TGAACG30NCAA_AI_3.fastq.gz	signal	629314	18.8 Mbp	18800000	0	30	48	PASS	PASS	NA	PASS	FAIL	PASS	WARN	PASS	PASS	PASS	PASS
MYBL1_TTGCGT20NTA_AF_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/MYBL1_TTGCGT20NTA_AF_4.fastq.gz	signal	81520	1.6 Mbp	1600000	0	20	47	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
MYBL2_TGAGTG20NGA_AC_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/MYBL2_TGAGTG20NGA_AC_3.fastq.gz	signal	172546	3.4 Mbp	3400000	0	20	47	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	WARN	WARN	PASS
NFAT5_TGATAA20NGA_AA_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/NFAT5_TGATAA20NGA_AA_3.fastq.gz	signal	280496	5.6 Mbp	5600000	0	20	42	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	FAIL	PASS	PASS
NFATC1_TTCGTA20NTGC_AE_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/NFATC1_TTCGTA20NTGC_AE_4.fastq.gz	signal	91592	1.8 Mbp	1800000	0	20	38	PASS	PASS	NA	PASS	FAIL	FAIL	PASS	PASS	WARN	WARN	PASS
NFKB1_TCTCAA20NGA_AA_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/NFKB1_TCTCAA20NGA_AA_3.fastq.gz	signal	440647	8.8 Mbp	8800000	0	20	53	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	WARN	WARN	PASS
NFKB2_TTCAAT20NGA_R_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/NFKB2_TTCAAT20NGA_R_3.fastq.gz	signal	166945	3.3 Mbp	3300000	0	20	52	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	FAIL	FAIL	PASS
NFIA_TACGTC20NTGC_AA_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/NFIA_TACGTC20NTGC_AA_3.fastq.gz	signal	257796	5.1 Mbp	5100000	0	20	50	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	WARN	PASS	PASS
NFIB_TCATCA20NCG_AD_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/NFIB_TCATCA20NCG_AD_3.fastq.gz	signal	187371	3.7 Mbp	3700000	0	20	52	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	FAIL	WARN	PASS
NFIX_TCAACC20NCG_AC_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/NFIX_TCAACC20NCG_AC_3.fastq.gz	signal	462105	9.2 Mbp	9200000	0	20	54	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	WARN	PASS	PASS
NRF1_TAGCGA20NCG_AC_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/NRF1_TAGCGA20NCG_AC_2.fastq.gz	signal	69345	1.3 Mbp	1300000	0	20	50	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
PAX1_TAACTT20NTCA_Y_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/PAX1_TAACTT20NTCA_Y_4.fastq.gz	signal	92405	1.8 Mbp	1800000	0	20	47	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	WARN	WARN	PASS
PAX2_TCCACG20NCAC_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/PAX2_TCCACG20NCAC_Y_3.fastq.gz	signal	161141	3.2 Mbp	3200000	0	20	51	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	WARN	PASS	PASS
PAX3_TTCTCT20NCTC_AF_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/PAX3_TTCTCT20NCTC_AF_2.fastq.gz	signal	195624	3.9 Mbp	3900000	0	20	41	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
PAX4_TATTTA20NTTG_Y_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/PAX4_TATTTA20NTTG_Y_4.fastq.gz	signal	123841	2.4 Mbp	2400000	0	20	42	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	WARN	PASS
PAX4_TCGCAT20NACT_W_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/PAX4_TCGCAT20NACT_W_4.fastq.gz	signal	50309	1 Mbp	1000000	0	20	47	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
PAX5_TACAGG20NGAC_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/PAX5_TACAGG20NGAC_Y_3.fastq.gz	signal	147474	2.9 Mbp	2900000	0	20	51	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
PAX6_TCCATA20NTAC_Y_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/PAX6_TCCATA20NTAC_Y_4.fastq.gz	signal	103992	2 Mbp	2000000	0	20	44	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
PAX7_TCCAAC20NAAC_Y_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/PAX7_TCCAAC20NAAC_Y_2.fastq.gz	signal	92613	1.8 Mbp	1800000	0	20	43	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
PAX7_TAGGGC20NGGT_AE_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/PAX7_TAGGGC20NGGT_AE_3.fastq.gz	signal	201198	4 Mbp	4000000	0	20	47	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
PAX9_TCTAAT20NAAG_AG_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/PAX9_TCTAAT20NAAG_AG_4.fastq.gz	signal	65097	1.3 Mbp	1300000	0	20	52	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	WARN	PASS
POU1F1_TACACC40NCAC_AI_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/POU1F1_TACACC40NCAC_AI_3.fastq.gz	signal	361163	14.4 Mbp	14400000	0	40	38	PASS	PASS	NA	PASS	WARN	WARN	WARN	PASS	PASS	PASS	PASS
POU2F1_TCTTTC20NGA_AC_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/POU2F1_TCTTTC20NGA_AC_2.fastq.gz	signal	178719	3.5 Mbp	3500000	0	20	38	PASS	PASS	NA	PASS	WARN	FAIL	PASS	PASS	PASS	PASS	PASS
POU2F2_TGACAG20NGA_AC_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/POU2F2_TGACAG20NGA_AC_2.fastq.gz	signal	230242	4.6 Mbp	4600000	0	20	41	PASS	PASS	NA	PASS	WARN	WARN	PASS	PASS	PASS	PASS	PASS
POU2F3_TAGACG20NCAT_Y_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/POU2F3_TAGACG20NCAT_Y_2.fastq.gz	signal	134311	2.6 Mbp	2600000	0	20	32	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
POU3F1_TAGCGA20NGCT_Y_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/POU3F1_TAGCGA20NGCT_Y_2.fastq.gz	signal	147066	2.9 Mbp	2900000	0	20	35	PASS	PASS	NA	PASS	WARN	WARN	PASS	PASS	PASS	PASS	PASS
POU3F2_TGTTCA40NCTG_AI_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/POU3F2_TGTTCA40NCTG_AI_3.fastq.gz	signal	350422	14 Mbp	14000000	0	40	44	PASS	PASS	NA	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS
POU3F3_TCGCAT20NACT_Y_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/POU3F3_TCGCAT20NACT_Y_4.fastq.gz	signal	45357	907.1 kbp	907100	0	20	29	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	WARN	PASS
POU3F4_TACTGC20NGTC_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/POU3F4_TACTGC20NGTC_Y_3.fastq.gz	signal	96220	1.9 Mbp	1900000	0	20	30	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
POU4F1_TACAAA20NAAC_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/POU4F1_TACAAA20NAAC_Y_3.fastq.gz	signal	111406	2.2 Mbp	2200000	0	20	31	PASS	PASS	NA	PASS	WARN	WARN	PASS	PASS	PASS	PASS	PASS
POU4F2_TACGAG20NAGC_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/POU4F2_TACGAG20NAGC_Y_3.fastq.gz	signal	62888	1.2 Mbp	1200000	0	20	33	PASS	PASS	NA	PASS	WARN	WARN	PASS	PASS	PASS	PASS	PASS
POU4F2_TGCGAA20NAGC_W_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/POU4F2_TGCGAA20NAGC_W_3.fastq.gz	signal	63888	1.2 Mbp	1200000	0	20	41	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
POU4F3_TACCGT20NGCC_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/POU4F3_TACCGT20NGCC_Y_3.fastq.gz	signal	142608	2.8 Mbp	2800000	0	20	30	PASS	PASS	NA	PASS	WARN	FAIL	PASS	PASS	PASS	PASS	PASS
POU5F1P1_TAGAGT20NGAT_Y_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/POU5F1P1_TAGAGT20NGAT_Y_2.fastq.gz	both	158764	3.1 Mbp	3100000	0	20	33	PASS	PASS	NA	PASS	WARN	WARN	PASS	PASS	PASS	PASS	PASS
